County	Constituency	Ward	Latitude	Longitude
BARINGO	BARINGO CENTRAL	KAPROPITA	RIWO PRIMARY SCHOOL	0.50979	35.766638
BARINGO	BARINGO CENTRAL	KAPROPITA	TILELON PRIMARY SCHOOL	0.49803	35.765438
BARINGO	BARINGO CENTRAL	KAPROPITA	TURKWO PRI	0.47208	35.729698
BARINGO	BARINGO CENTRAL	KAPROPITA	YEMO PRIMARY SCHOOL	0.45459	35.751788
BARINGO	BARINGO CENTRAL	SACHO	BAKWANIN PRIMARY SCHOOL	0.40667	35.797798
BARINGO	BARINGO CENTRAL	SACHO	BOSIN PRIMARY SCHOOL	0.43521	35.796168
BARINGO	BARINGO CENTRAL	SACHO	KABASIS D/B PRIMARY SCHOOL	0.434	35.788008
BARINGO	BARINGO CENTRAL	SACHO	KABIRMOI PRIMARY SCHOOL	0.41837	35.785128
BARINGO	BARINGO CENTRAL	SACHO	KAPKELELWA PRIMARY SCHOOL	0.37397	35.721708
BARINGO	BARINGO CENTRAL	SACHO	KAPLEL PRIMARY	0.35175	35.769178
BARINGO	BARINGO CENTRAL	SACHO	KAPLOTEN PRIMARY SCHOOL	0.36735	35.768218
BARINGO	BARINGO CENTRAL	SACHO	KATUNOI PRIMARY SCHOOL	0.3796	35.697168
BARINGO	BARINGO CENTRAL	SACHO	KESETAN PRIMARY SCHOOL	0.36995	35.775628
BARINGO	BARINGO CENTRAL	SACHO	KEWAMOI PRIMARY SCHOOL	0.411365	35.748163
BARINGO	BARINGO CENTRAL	SACHO	KIMOTONY PRIMARY SCHOOL	0.36767	35.741828
BARINGO	BARINGO CENTRAL	SACHO	KOKORWONIN PRIMARY SCHOOL	0.38999	35.756998
BARINGO	BARINGO CENTRAL	SACHO	KONOYO PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	SACHO	KOYORUS PRIMARY SCHOOL	0.39809	35.785948
BARINGO	BARINGO CENTRAL	SACHO	SAIMET PRIMARY SCHOOL	0.3855	35.735338
BARINGO	BARINGO CENTRAL	SACHO	SIGOWO PRIMARY SCHOOL	0.33958	35.796988
BARINGO	BARINGO CENTRAL	SACHO	SOSION PRIMARY SCHOOL	0.40586	35.765468
BARINGO	BARINGO CENTRAL	SACHO	TANDUI PRIMARY SCHOOL	0.37749	35.789858
BARINGO	BARINGO CENTRAL	SACHO	TARTAR PRIMARY SCHOOL	0.4317	35.751598
BARINGO	BARINGO CENTRAL	SACHO	TIMBOIYWO PRIMARY SCHOOL	0.42306	35.797478
BARINGO	BARINGO CENTRAL	TENGES	BIBAIN NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	CHEPLONGON PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	EITUI PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	EMOM PRIMARY SCHOOL	0.28789	35.747928
BARINGO	BARINGO CENTRAL	TENGES	KABEMOM NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	KAISO PRIMARY SCHOOL	0.29953	35.798028
BARINGO	BARINGO CENTRAL	TENGES	KAMUMA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	KAPTIGEN CATTLE DIP	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	KASERET PRIMARY SCHOOL	0.26892	35.769958
BARINGO	BARINGO CENTRAL	TENGES	KIPKUTUNY PRIMARY SCHOOL	0.32522	35.785808
BARINGO	BARINGO CENTRAL	TENGES	KIPLEGWA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	KISONEI PRIMARY SCHOOL	0.25417	35.718718
BARINGO	BARINGO CENTRAL	TENGES	KWAMKEIYON NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	LELBATAI PRIMARY SCHOOL	0.250077	35.751682
BARINGO	BARINGO CENTRAL	TENGES	LELGUT PRIMARY SCHOOL	0.32285	35.746068
BARINGO	BARINGO CENTRAL	TENGES	MOGORWA PRIMARY SCHOOL	0.30918	35.719728
BARINGO	BARINGO CENTRAL	TENGES	NG'ECHEPCHE PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	OCHII PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	SOROK PRIMARY SCHOOL	0.2275	35.771868
BARINGO	BARINGO CENTRAL	TENGES	SUKUTEK NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO CENTRAL	TENGES	TABARIN PRIMARY SCHOOL	0.33899	35.812588
BARINGO	BARINGO CENTRAL	TENGES	TENGES PRIMARY SCHOOL	0.30647	35.800868
BARINGO	BARINGO SOUTH	ILCHAMUS	ELDUME PRIMARY SCHOOL	0.45358	36.019948
BARINGO	BARINGO SOUTH	ILCHAMUS	ILNGARUA PRIMARY SCHOOL	0.46987	36.047098
BARINGO	BARINGO SOUTH	ILCHAMUS	INDEPE NUSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	ITI NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	KAILER PRIMARY SCHOOL	0.41305	36.071748
BARINGO	BARINGO SOUTH	ILCHAMUS	KAMPI  SAMAKI (MOBILE)	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	KOKWA PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	LAKE BARINGO SECONDARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	LEKIRICHA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	LESUA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	LONGEWAN PRIMARY SCHOOL	0.859856	36.547009
BARINGO	BARINGO SOUTH	ILCHAMUS	LORECHO NURSERY  SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	LOROPIL PRIMARY SCHOOL	0.50041	36.036798
BARINGO	BARINGO SOUTH	ILCHAMUS	MEISORI PRIMARY SCHOOL	0.58805	36.002588
BARINGO	BARINGO SOUTH	ILCHAMUS	MURDA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	NG'AMBO PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	ILCHAMUS	SALABANI PRIMARY SCHOOL	0.54965	36.047118
BARINGO	BARINGO SOUTH	ILCHAMUS	SINTAAN PRIMARY SCHOOL	0.48452	36.058358
BARINGO	BARINGO SOUTH	MARIGAT	BARBACHE NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	BARSEMOI PRIMARY SCHOOL	0.56792	35.891508
BARINGO	BARINGO SOUTH	MARIGAT	BEKIBON PRIMARY SCHOOL	0.33352	35.884778
BARINGO	BARINGO SOUTH	MARIGAT	BUIWON PRIMARY SCHOOL	0.36392	35.907878
BARINGO	BARINGO SOUTH	MARIGAT	CHEBORUSWO NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	EARLY CHILDHOOD DEVELOPMENT EDUCATION	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	ENDAO PRIMARY SCHOOL	0.52844	35.983228
BARINGO	BARINGO SOUTH	MARIGAT	FAMILY LIFE NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	ILDUNGISHO PRI	-1.54038	35.606088
BARINGO	BARINGO SOUTH	MARIGAT	KABIRMET PRIMARY SCHOOL	0.58435	35.825408
BARINGO	BARINGO SOUTH	MARIGAT	KAIMUGUL NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	KAMUNGEI PRIMARY SCHOOL	-0.94126	35.217818
BARINGO	BARINGO SOUTH	MARIGAT	KAPKATI PRIMARY SCHOOL	0.26329	35.782348
BARINGO	BARINGO SOUTH	MARIGAT	KAPKOIBAI PRIMARY SCHOOL	0.54073	35.853358
BARINGO	BARINGO SOUTH	MARIGAT	KAPKUN PRIMARY SCHOOL	0.39115	35.894678
BARINGO	BARINGO SOUTH	MARIGAT	KAPKURES DISPENSARY	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	KAPTICH PRIMARY SCHOOL	0.35762	35.797488
BARINGO	BARINGO SOUTH	MARIGAT	KATKAMUMA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	KIBINGOR PRIMARY SCHOOL	0.50975	35.865798
BARINGO	BARINGO SOUTH	MARIGAT	KIMALEL PRIMARY SCHOOL	0.46165	35.893518
BARINGO	BARINGO SOUTH	MARIGAT	KIMAO PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	KIMOIGUT PRIMARY SCHOOL	0.42958	35.845578
BARINGO	BARINGO SOUTH	MARIGAT	KIMOROK PRIMARY SCHOOL	0.4698	35.936818
BARINGO	BARINGO SOUTH	MARIGAT	KIPONJOS PRIMARY SCHOOL	0.39449	35.805558
BARINGO	BARINGO SOUTH	MARIGAT	KOITILION PRIMARY SCHOOL	0.51683	35.893048
BARINGO	BARINGO SOUTH	MARIGAT	KOLOSON NURSERYS SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	KORIEMA PRIMARY SCHOOL	0.45073	35.848178
BARINGO	BARINGO SOUTH	MARIGAT	LABOS PRIMARY SCHOOL	0.48711	36.013998
BARINGO	BARINGO SOUTH	MARIGAT	LOBERER PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	MAOI PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	MARIGAT HIGH SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	MARIGAT PRIMARY SCHOOL	0.47456	35.982628
BARINGO	BARINGO SOUTH	MARIGAT	NGOLBELON PRIMARY SCHOOL	0.51607	35.847068
BARINGO	BARINGO SOUTH	MARIGAT	PARKARIN NURSERYS SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	PATKAWANIN PRIMARY SCHOOL	0.48231	35.841468
BARINGO	BARINGO SOUTH	MARIGAT	PERKERRA PRIMARY SCHOOL	0.930942	35.184691
BARINGO	BARINGO SOUTH	MARIGAT	RABAI PRIMARY SCHOOL	0.46223	35.990718
BARINGO	BARINGO SOUTH	MARIGAT	ROROBAI PRIMARY SCHOOL	0.57981	35.863588
BARINGO	BARINGO SOUTH	MARIGAT	SABOR PRIMARY SCHOOL	0.40852	35.860278
BARINGO	BARINGO SOUTH	MARIGAT	SANGARAU PRIMARY SCHOOL	0.27833	35.779518
BARINGO	BARINGO SOUTH	MARIGAT	SENETWO PRIMARY SCHOOL	-0.029493	35.260342
BARINGO	BARINGO SOUTH	MARIGAT	SERETON PRIMARY SCHOOL	0.32184	35.848098
BARINGO	BARINGO SOUTH	MARIGAT	SIGINWO PRIMARY SCHOOL	0.31247	35.816458
BARINGO	BARINGO SOUTH	MARIGAT	SIRWET PRIMARY SCHOOL	0.3596	35.824518
BARINGO	BARINGO SOUTH	MARIGAT	SOGON PRIMARY SCHOOL	0.5596	35.815928
BARINGO	BARINGO SOUTH	MARIGAT	TABARBONGETUNY NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	TEBEI PRIMARY SCHOOL	0.27387	35.840228
BARINGO	BARINGO SOUTH	MARIGAT	TINOMOI PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	TIRNG'ONG'WONIN NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MARIGAT	TULUONGOI PRIMARY SCHOOL	0.27165	35.809578
BARINGO	BARINGO SOUTH	MOCHONGOI	CHEBINYINY PRIMARY SCHOOL	0.41789	36.169118
BARINGO	BARINGO SOUTH	MOCHONGOI	CHEPKOTOYAN PRIMARY SCHOOL	0.37731	36.071168
BARINGO	BARINGO SOUTH	MOCHONGOI	CHEPLOCH PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MOCHONGOI	KABEL PRIMARY SCHOOL	0.30557	36.225368
BARINGO	BARINGO SOUTH	MOCHONGOI	KABURWO PRIMARY SCHOOL	0.3114	36.271648
BARINGO	BARINGO SOUTH	MOCHONGOI	KAMAILEL PRIMARY SCHOOL	0.24475	36.251038
BARINGO	BARINGO SOUTH	MOCHONGOI	KAPKECHIR  PRIMARY SCHOOL	0.3545	36.232868
BARINGO	BARINGO SOUTH	MOCHONGOI	KAPKUIKUI PRIMARY SCHOOL	0.37059	36.043858
BARINGO	BARINGO SOUTH	MOCHONGOI	KAPROM PRI	1.30357	35.143668
BARINGO	BARINGO SOUTH	MOCHONGOI	KAPTOMBES PRIMARY SCHOOL	0.40824	36.021238
BARINGO	BARINGO SOUTH	MOCHONGOI	KARNEE PRIMARY SCHOOL	0.32539	36.219618
BARINGO	BARINGO SOUTH	MOCHONGOI	KASIELA  PRIMARY SCHOOL	0.42631	36.214018
BARINGO	BARINGO SOUTH	MOCHONGOI	KENEROI PRIMARY SCHOOL	0.25529	36.224818
BARINGO	BARINGO SOUTH	MOCHONGOI	KEON PRIMARY SCHOOL	0.32933	36.180938
BARINGO	BARINGO SOUTH	MOCHONGOI	KIBAGENGE PRIMARY SCHOOL	0.951648	35.034775
BARINGO	BARINGO SOUTH	MOCHONGOI	KIMORIOT PRIMARY SCHOOL	0.22873	36.311748
BARINGO	BARINGO SOUTH	MOCHONGOI	KIRIM  PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MOCHONGOI	KOIMUGUL PRIMARY SCHOOL	0.26938	36.211848
BARINGO	BARINGO SOUTH	MOCHONGOI	KONGASIS PRIMARY SCHOOL	-0.08343	35.672552
BARINGO	BARINGO SOUTH	MOCHONGOI	LAKE BOGORIA ROCHDALE SEC SCH	0.631901	35.635859
BARINGO	BARINGO SOUTH	MOCHONGOI	LOBOI PRIMARY SCHOOL	0.35573	36.061068
BARINGO	BARINGO SOUTH	MOCHONGOI	LOROWAI WATER POINT	0.0	0.0
BARINGO	BARINGO SOUTH	MOCHONGOI	MBECHOT PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MOCHONGOI	MOCHONGOI PRIMARY SCHOOL	0.30626	36.191378
BARINGO	BARINGO SOUTH	MOCHONGOI	MUTITU PRIMARY SCHOOL	0.2824	36.257158
BARINGO	BARINGO SOUTH	MOCHONGOI	MWENGE PRIMARY SCHOOL	0.20374	36.306418
BARINGO	BARINGO SOUTH	MOCHONGOI	NGARIE PRIMARY SCHOOL	0.29288	36.224258
BARINGO	BARINGO SOUTH	MOCHONGOI	NGENYILEL Primary SCHOOL	0.25112	36.283348
BARINGO	BARINGO SOUTH	MOCHONGOI	NYIMBEI  PRIMARY SCHOOL	0.35806	36.157198
BARINGO	BARINGO SOUTH	MOCHONGOI	SAMBAKA PRIMARY SCHOOL	0.300718	36.158128
BARINGO	BARINGO SOUTH	MOCHONGOI	SANDAI PRIMARY SCHOOL	0.39309	36.086418
BARINGO	BARINGO SOUTH	MOCHONGOI	SINONI  PRIMARY SCHOOL	0.722004	35.234628
BARINGO	BARINGO SOUTH	MOCHONGOI	TEMBERERWEE NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MOCHONGOI	TENDENBEI PRIMARY SCHOOL	0.23763	36.302848
BARINGO	BARINGO SOUTH	MOCHONGOI	TUIYOBEI  PRIMARY	-0.945687	35.430115
BARINGO	BARINGO SOUTH	MOCHONGOI	TUIYOTICH  PRIMARY SCHOOL	0.34424	36.251618
BARINGO	BARINGO SOUTH	MOCHONGOI	TULWOPSOO PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MOCHONGOI	YEMIT PRIMARY SCHOOL	0.98148	35.469958
BARINGO	BARINGO SOUTH	MUKUTANI	AKULE DAM	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	ARABAL PRIMARY SCHOOL	0.45652	36.202298
BARINGO	BARINGO SOUTH	MUKUTANI	CHEMORONGION PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	KAPILAT PRI	0.145701	35.420553
BARINGO	BARINGO SOUTH	MUKUTANI	KISERIAN PRIMARY SCHOOL	-1.426072	36.681989
BARINGO	BARINGO SOUTH	MUKUTANI	KISERIAN SECONDARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	LARAMORU NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	LEKIRICHA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	LOGUMGUM PRIMARY SCHOOL	0.44849	36.080698
BARINGO	BARINGO SOUTH	MUKUTANI	LOROK PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	MOSURO NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	MUKUTANI BOARDING PRI	0.630688	36.252497
BARINGO	BARINGO SOUTH	MUKUTANI	MURAT PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	NGELECHA PRIMARY SCHOOL	0.50724	36.268758
BARINGO	BARINGO SOUTH	MUKUTANI	NOSUKURO PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	PARTALO  NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	RAMACHA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	RUGUS PRIMARY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	SIRATA NURSERY SCHOOL	0.0	0.0
BARINGO	BARINGO SOUTH	MUKUTANI	SOKOTEI PRIMARY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	CHEMELIL  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	EMKWEN  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	ESAGERI COMMUNITY CENTRE	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	KANJULUL  PRIMARY SCHOOL	-0.025509	35.830283
BARINGO	ELDAMA RAVINE	KOIBATEK	KAPKITET  PRIMARY SCHOOL	0.003705	35.80928
BARINGO	ELDAMA RAVINE	KOIBATEK	KIPKABER  PRIMARY SCHOOL	0.010136	35.788973
BARINGO	ELDAMA RAVINE	KOIBATEK	KIPLOMBE  PRIMARY SCHOOL	-0.83888	35.210988
BARINGO	ELDAMA RAVINE	KOIBATEK	KIROBON  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	KO KWOMOI PRIMARY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	KOKORWONIN  PRIMARY SCHOOL	0.38999	35.756998
BARINGO	ELDAMA RAVINE	KOIBATEK	LAMAYWET  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	LEBOLOS  PRIMARY SCHOOL	-0.024509	35.787373
BARINGO	ELDAMA RAVINE	KOIBATEK	MANDINA  PRIMARY SCHOOL	0.00265	35.832518
BARINGO	ELDAMA RAVINE	KOIBATEK	MUSERECHI  PRIMARY SCHOOL	-0.029561	35.869973
BARINGO	ELDAMA RAVINE	KOIBATEK	NAITILI  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	NAKURTAKWEI  PRIMARY SCHOOL	-0.0787	35.838751
BARINGO	ELDAMA RAVINE	KOIBATEK	NGOROBICH  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	ORINIE  PRIMARY SCHOOL	-0.0526	35.866622
BARINGO	ELDAMA RAVINE	KOIBATEK	SABATIA BOARDING  PRIMARY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	SOLIAN  PRIMARY SCHOOL	-0.003384	35.756857
BARINGO	ELDAMA RAVINE	KOIBATEK	TARAKWONIN  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	KOIBATEK	TUIYOBEI NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	BIK-KWEN  PRIMARY SCHOOL	0.14297	35.603468
BARINGO	ELDAMA RAVINE	LEMBUS	BOITO  PRIMARY SCHOOL	-0.59475	35.238038
BARINGO	ELDAMA RAVINE	LEMBUS	CHEMESWON PRIMARY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	CHEMOSON  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	EMYUNGUNY  PRE SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	IPEET PRIMARY SCHOOL	1.425595	35.463389
BARINGO	ELDAMA RAVINE	LEMBUS	KABULWO SEC SCH	0.78898	35.589748
BARINGO	ELDAMA RAVINE	LEMBUS	KAGEMA NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	KAMURA  PRIMARY SCHOOL	0.07145	35.557258
BARINGO	ELDAMA RAVINE	LEMBUS	KAMURGUIYWA PRI	0.21247	35.068508
BARINGO	ELDAMA RAVINE	LEMBUS	KAPSIGOT  PRIMARY SCHOOL	0.09937	35.597568
BARINGO	ELDAMA RAVINE	LEMBUS	KENEWA  PRIMARY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	KIBARASOI  PRE SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	KIRIMA  PRIMARY SCHOOL	0.318481	36.239758
BARINGO	ELDAMA RAVINE	LEMBUS	MUCHUKATO NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	MWACHON  PRIMARY SCHOOL	0.15901	35.605228
BARINGO	ELDAMA RAVINE	LEMBUS	NERKWO  PRIMARY SCHOOL	0.914868	35.505878
BARINGO	ELDAMA RAVINE	LEMBUS	NYAKIO  PRIMARY SCHOOL	-0.081789	36.847287
BARINGO	ELDAMA RAVINE	LEMBUS	ORAPYEMIT  PRE SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	SEGUTON  NURSERY  SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS	SEGUTON  PRIMARY SCHOOL	0.50453	35.747418
BARINGO	ELDAMA RAVINE	LEMBUS	SIGOWET  PRIMARY SCHOOL	0.588891	35.220061
BARINGO	ELDAMA RAVINE	LEMBUS	SOIBEI  PRIMARY SCHOOL	0.16571	35.651108
BARINGO	ELDAMA RAVINE	LEMBUS	TAMBARAS  PRIMARY SCHOOL	0.02814	35.577958
BARINGO	ELDAMA RAVINE	LEMBUS	TARIGO  PRIMARY SCHOOL	0.05659	35.565188
BARINGO	ELDAMA RAVINE	LEMBUS	TINET  PRIMARY SCHOOL	-0.48129	35.612018
BARINGO	ELDAMA RAVINE	LEMBUS	TIRIPKATOI  PRIMARY SCHOOL	0.12754	35.618698
BARINGO	ELDAMA RAVINE	LEMBUS	TORONGO  PRIMARY SCHOOL	0.12262	35.603898
BARINGO	ELDAMA RAVINE	LEMBUS	TUGUMOI  PRIMARY SCHOOL	0.1735	35.638608
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	ARAMA  PRIMARY SCHOOL	0.04659	35.661108
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	CHEMUSUSU  PRIMARY SCHOOL	0.09082	35.643748
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KABILWO  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KABOR PRIMARY SCHOOL	0.14318	35.747148
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KAMASABA  PRIMARY SCHOOL	0.05424	35.653348
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KAMKONG PRI	0.0706	35.127627
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KAPCHOLOI  PRIMARY SCHOOL	0.08967	35.687538
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KAPKEMEL CENTRE	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KAPTIM  PRIMARY SCHOOL	0.03894	35.682408
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KEWANGOI  PRIMARY SCHOOL	0.12403	35.702268
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KIMULWA  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KIPKUYANG  PRIMARY SCHOOL	0.10978	35.711568
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	KIPTUNO  PRIMARY SCHOOL	0.13181	35.758248
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	LALUT  PRIMARY SCHOOL	0.13244	35.718458
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	METIPSO  PRIMARY SCHOOL	0.08475	35.661838
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	MORINGWO  PRIMARY SCHOOL	0.04633	35.705778
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	NG'ORMUS  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	POROR  PRIMARY SCHOOL	0.07501	35.708268
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	POROR COMMUNITY CENTRE	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	REGESOI TRADING CENTRE	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	SACHANGWAN CENTRE	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	SIGORO  PRIMARY SCHOOL	0.11899	35.729428
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	SINENDE  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	SINONIN  PRIMARY SCHOOL	0.07263	35.679418
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	SOGEON  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	TAMKET PRIMARY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	TOKEITO  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS KWEN	TUMON TRADING CENTRE	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	CHEPNES  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	CHEPSITO  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	CHEPTERWO  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	CHEPTILILIK  NURSERY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	CHERAIK  PRIMARY SCHOOL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	JONATHAN MOI  PRIMARY SCHOOL	0.03748	35.768518
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	KABIMOI SOCIAL HALL	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	KAPDENNING CENTRE	0.0	0.0
BARINGO	ELDAMA RAVINE	LEMBUS/PERKERRA	KAPTIEGAN CENTRE	0.0	0.0
